"見出し語彙素
Lexeme","標準的（新聞）表記
Standard (Newspaper) Orthography","標準的読み方（カタカナ）
Standard Reading (Katakana)","品詞
Part of Speech","
語種
Word Origin Type"
遷座,せんざ,センザ,名詞-普通名詞-サ変可能,漢
エンパイア,エンパイア,エンパイア,名詞-普通名詞-一般,外
糖蜜,糖蜜,トウミツ,名詞-普通名詞-一般,漢
斉民,せいみん,セイミン,名詞-普通名詞-一般,漢
チョッパー,チョッパー,チョッパー,名詞-普通名詞-一般,外
淫行,淫行,インコウ,名詞-普通名詞-一般,漢
副流,副流,フクリュウ,名詞-普通名詞-一般,漢
筆圧,筆圧,ヒツアツ,名詞-普通名詞-一般,漢
潜望,潜望,センボウ,名詞-普通名詞-一般,漢
市門,市門,シモン,名詞-普通名詞-一般,漢
衡平,衡平,コウヘイ,名詞-普通名詞-形状詞可能,漢
観桜,観桜,カンオウ,名詞-普通名詞-一般,漢
バーディー,バーディー,バーディー,名詞-普通名詞-一般,外
新味,新味,シンミ,名詞-普通名詞-一般,漢
ゲーセン,Ｇ線,ゲーセン,名詞-普通名詞-一般,外
群体,群体,グンタイ,名詞-普通名詞-一般,漢
小社,小社,ショウシャ,名詞-普通名詞-一般,漢
経国,経国,ケイコク,名詞-普通名詞-一般,漢
デンタル,デンタル,デンタル,名詞-普通名詞-一般,外
両刀,両刀,リョウトウ,名詞-普通名詞-一般,漢
小葉,小葉,ショウヨウ,名詞-普通名詞-一般,漢
短靴,短靴,タングツ,名詞-普通名詞-一般,混
後人,後人,コウジン,名詞-普通名詞-一般,漢
他種,他種,タシュ,名詞-普通名詞-一般,漢
罪業,罪業,ザイゴウ,名詞-普通名詞-一般,漢
通時,通時,ツウジ,名詞-普通名詞-一般,漢
乱切り,乱切り,ランギリ,名詞-普通名詞-一般,混
尊者,尊者,ソンジャ,名詞-普通名詞-一般,漢
古生,古生,コセイ,名詞-普通名詞-一般,漢
グロー,グロー,グロー,名詞-普通名詞-一般,外
各色,各色,カクショク,名詞-普通名詞-一般,漢
フラップ,フラップ,フラップ,名詞-普通名詞-一般,外
脳漿,脳漿,ノウショウ,名詞-普通名詞-一般,漢
密造,密造,ミツゾウ,名詞-普通名詞-サ変可能,漢
刺史,刺史,シシ,名詞-普通名詞-一般,漢
凹型,凹型,オウガタ,名詞-普通名詞-一般,混
氷雪,氷雪,ヒョウセツ,名詞-普通名詞-一般,漢
便船,便船,ビンセン,名詞-普通名詞-一般,漢
祝勝,祝勝,シュクショウ,名詞-普通名詞-一般,漢
オーライ,オーライ,オーライ,名詞-普通名詞-一般,外
祝電,祝電,シュクデン,名詞-普通名詞-一般,漢
成語,成語,セイゴ,名詞-普通名詞-一般,漢
尊属,尊属,ソンゾク,名詞-普通名詞-一般,漢
木鐸,ぼくたく,ボクタク,名詞-普通名詞-一般,漢
渉猟,渉猟,ショウリョウ,名詞-普通名詞-サ変可能,漢
ファン鱻van,ファン,ファン,名詞-普通名詞-一般,外
全生,全生,ゼンセイ,名詞-普通名詞-一般,漢
活劇,活劇,カツゲキ,名詞-普通名詞-一般,漢
反覆,反覆,ハンプク,名詞-普通名詞-サ変可能,漢
外伝,外伝,ガイデン,名詞-普通名詞-一般,漢
魚醤,魚醤,ギョショウ,名詞-普通名詞-一般,漢
配賦,配賦,ハイフ,名詞-普通名詞-一般,漢
免官,免官,メンカン,名詞-普通名詞-サ変可能,漢
トランシーバー,トランシーバー,トランシーバー,名詞-普通名詞-一般,外
義手,義手,ギシュ,名詞-普通名詞-一般,漢
肉腫,肉腫,ニクシュ,名詞-普通名詞-一般,漢
パッケージング,パッケージング,パッケージング,名詞-普通名詞-一般,外
喉頭,喉頭,コウトウ,名詞-普通名詞-一般,漢
間質,間質,カンシツ,名詞-普通名詞-一般,漢
白鯨,白鯨,ハクゲイ,名詞-普通名詞-一般,漢
拝火,拝火,ハイカ,名詞-普通名詞-サ変可能,漢
投げ銭,投げ銭,ナゲセン,名詞-普通名詞-一般,混
参陣,参陣,サンジン,名詞-普通名詞-サ変可能,漢
制憲,制憲,セイケン,名詞-普通名詞-一般,漢
ローレル,ローレル,ローレル,名詞-普通名詞-一般,外
好き者,数寄者,スキシャ,名詞-普通名詞-一般,混
陽春,陽春,ヨウシュン,名詞-普通名詞-一般,漢
狂態,狂態,キョウタイ,名詞-普通名詞-一般,漢
官署,官署,カンショ,名詞-普通名詞-一般,漢
得道,得道,トクドウ,名詞-普通名詞-サ変可能,漢
諸法,諸法,ショホウ,名詞-普通名詞-一般,漢
同仁,同仁,ドウジン,名詞-普通名詞-一般,漢
牧羊,牧羊,ボクヨウ,名詞-普通名詞-一般,漢
教研,教研,キョウケン,名詞-普通名詞-一般,漢
クオーク,クオーク,クオーク,名詞-普通名詞-一般,外
神式,神式,シンシキ,名詞-普通名詞-一般,漢
馬首,馬首,バシュ,名詞-普通名詞-一般,漢
食人,食人,ショクジン,名詞-普通名詞-一般,漢
保税,保税,ホゼイ,名詞-普通名詞-一般,漢
長石,長石,チョウセキ,名詞-普通名詞-一般,漢
砲門,砲門,ホウモン,名詞-普通名詞-一般,漢
細民,細民,サイミン,名詞-普通名詞-一般,漢
弔意,弔意,チョウイ,名詞-普通名詞-一般,漢
直火,直火,ジカビ,名詞-普通名詞-一般,混
漢王,漢王,カンオウ,名詞-普通名詞-一般,漢
供膳,供膳,キョウゼン,名詞-普通名詞-サ変可能,漢
バイオハザード,バイオハザード,バイオハザード,名詞-普通名詞-一般,外
朱欒,ザボン,ザボン,名詞-普通名詞-一般,外
歳費,歳費,サイヒ,名詞-普通名詞-一般,漢
施規,施規,シキ,名詞-普通名詞-一般,漢
ワラント,ワラント,ワラント,名詞-普通名詞-一般,外
マルキスト,マルキスト,マルキスト,名詞-普通名詞-一般,外
万金,万金,マンキン,名詞-普通名詞-一般,漢
翻意,翻意,ホンイ,名詞-普通名詞-サ変可能,漢
シミュレーター,シミュレーター,シミュレーター,名詞-普通名詞-一般,外
カロッツェリア,カロッツェリア,カロッツェリア,名詞-普通名詞-一般,外
宣布,宣布,センプ,名詞-普通名詞-サ変可能,漢
鉄鏃,鉄鏃,テツゾク,名詞-普通名詞-一般,漢
筆録,筆録,ヒツロク,名詞-普通名詞-サ変可能,漢
硬式,硬式,コウシキ,名詞-普通名詞-一般,漢
てんやわんや,てんやわんや,テンヤワンヤ,名詞-普通名詞-一般,混
皇紀,皇紀,コウキ,名詞-普通名詞-一般,漢
カルテット,カルテット,カルテット,名詞-普通名詞-一般,外
義太夫,義太夫,ギダユウ,名詞-普通名詞-一般,漢
冷夏,冷夏,レイカ,名詞-普通名詞-一般,漢
蟹座,かに座,カニザ,名詞-普通名詞-一般,混
柱頭,柱頭,チュウトウ,名詞-普通名詞-一般,漢
墾田,墾田,コンデン,名詞-普通名詞-一般,漢
姻族,姻族,インゾク,名詞-普通名詞-一般,漢
潜血,潜血,センケツ,名詞-普通名詞-一般,漢
光軸,光軸,コウジク,名詞-普通名詞-一般,漢
プロミネンス,プロミネンス,プロミネンス,名詞-普通名詞-一般,外
法力,法力,ホウリキ,名詞-普通名詞-一般,漢
アストラ,アストラ,アストラ,名詞-普通名詞-一般,外
トーチカ,トーチカ,トーチカ,名詞-普通名詞-一般,外
輝度,輝度,キド,名詞-普通名詞-一般,漢
大魚,大魚,タイギョ,名詞-普通名詞-一般,漢
正客,正客,ショウキャク,名詞-普通名詞-一般,漢
流感,流感,リュウカン,名詞-普通名詞-一般,漢
病欠,病欠,ビョウケツ,名詞-普通名詞-サ変可能,漢
正円,正円,セイエン,名詞-普通名詞-一般,漢
フィールディング,フィールディング,フィールディング,名詞-普通名詞-一般,外
黄竜,黄竜,オウリョウ,名詞-普通名詞-一般,漢
風儀,風儀,フウギ,名詞-普通名詞-一般,漢
風神,風神,フウジン,名詞-普通名詞-一般,漢
魔手,魔手,マシュ,名詞-普通名詞-一般,漢
宿便,宿便,シュクベン,名詞-普通名詞-一般,漢
航艦,航艦,コウカン,名詞-普通名詞-一般,漢
廃帝,廃帝,ハイテイ,名詞-普通名詞-一般,漢
箱膳,箱膳,ハコゼン,名詞-普通名詞-一般,混
婚儀,婚儀,コンギ,名詞-普通名詞-一般,漢
浩瀚,浩瀚,コウカン,名詞-普通名詞-形状詞可能,漢
江上,江上,コウジョウ,名詞-普通名詞-一般,漢
刻苦,刻苦,コック,名詞-普通名詞-サ変可能,漢
魔剣,マケン,マケン,名詞-普通名詞-一般,漢
甘党,甘党,アマトウ,名詞-普通名詞-一般,混
再認,再認,サイニン,名詞-普通名詞-サ変可能,漢
明太,めんたい,メンタイ,名詞-普通名詞-一般,外
巨塔,巨塔,キョトウ,名詞-普通名詞-一般,漢
書見,書見,ショケン,名詞-普通名詞-サ変可能,漢
シェーク,シェーク,シェーク,名詞-普通名詞-サ変可能,外
ぶきっちょ,ぶきっちょ,ブキッチョ,名詞-普通名詞-形状詞可能,漢
八宝,八宝,ハッポウ,名詞-普通名詞-一般,漢
王命,王命,オウメイ,名詞-普通名詞-一般,漢
花林,花林,カリン,名詞-普通名詞-一般,漢
上膊,上膊,ジョウハク,名詞-普通名詞-一般,漢
死肉,死肉,シニク,名詞-普通名詞-一般,漢
コケット,コケット,コケット,名詞-普通名詞-一般,外
樹冠,樹冠,ジュカン,名詞-普通名詞-一般,漢
板材,板材,イタザイ,名詞-普通名詞-一般,混
雁木,雁木,ガンギ,名詞-普通名詞-一般,混
ジャッカル,ジャッカル,ジャッカル,名詞-普通名詞-一般,外
京焼き,京焼,キョウヤキ,名詞-普通名詞-一般,混
松寿,松寿,ショウジュ,名詞-普通名詞-一般,漢
営繕,営繕,エイゼン,名詞-普通名詞-サ変可能,漢
プードル鱻poodle,プードル,プードル,名詞-普通名詞-一般,外
増勢,増勢,ゾウセイ,名詞-普通名詞-一般,漢
地固め,地固め,ジガタメ,名詞-普通名詞-一般,混
茶園,茶園,チャエン,名詞-普通名詞-一般,漢
奏功,奏功,ソウコウ,名詞-普通名詞-サ変可能,漢
本局,本局,ホンキョク,名詞-普通名詞-一般,漢
和綴じ,和とじ,ワトジ,名詞-普通名詞-一般,混
銭金,ゼニカネ,ゼニカネ,名詞-普通名詞-一般,混
含量,含量,ガンリョウ,名詞-普通名詞-一般,漢
外景,外景,ガイケイ,名詞-普通名詞-一般,漢
焼身,焼身,ショウシン,名詞-普通名詞-サ変可能,漢
画才,画才,ガサイ,名詞-普通名詞-一般,漢
白蝋,白蝋,ハクロウ,名詞-普通名詞-一般,漢
発赤,発赤,ハッセキ,名詞-普通名詞-サ変可能,漢
俗謡,俗謡,ゾクヨウ,名詞-普通名詞-一般,漢
描線,描線,ビョウセン,名詞-普通名詞-一般,漢
粒状,粒状,リュウジョウ,名詞-普通名詞-一般,漢
ディスクロージャー,ディスクロージャー,ディスクロージャー,名詞-普通名詞-一般,外
垂範,垂範,スイハン,名詞-普通名詞-サ変可能,漢
液肥,液肥,エキヒ,名詞-普通名詞-一般,漢
有毛,有毛,ユウモウ,名詞-普通名詞-一般,漢
再審,再審,サイシン,名詞-普通名詞-サ変可能,漢
リミテッド,リミテッド,リミテッド,名詞-普通名詞-一般,外
幅員,幅員,フクイン,名詞-普通名詞-一般,漢
キール鱻keel,キール,キール,名詞-普通名詞-一般,外
秋季,秋季,シュウキ,名詞-普通名詞-一般,漢
並称,並称,ヘイショウ,名詞-普通名詞-サ変可能,漢
浪曲,浪曲,ロウキョク,名詞-普通名詞-一般,漢
碑銘,碑銘,ヒメイ,名詞-普通名詞-一般,漢
増価,増価,ゾウカ,名詞-普通名詞-サ変可能,漢
両切り,両切り,リョウギリ,名詞-普通名詞-一般,混
間尺,間尺,マシャク,名詞-普通名詞-一般,混
旧字,旧字,キュウジ,名詞-普通名詞-一般,漢
プレタ,プレタ,プレタ,名詞-普通名詞-一般,外
比丘,ビク,ビク,名詞-普通名詞-一般,外
インピーダンス,インピーダンス,インピーダンス,名詞-普通名詞-一般,外
祭政,祭政,サイセイ,名詞-普通名詞-一般,漢
仁術,仁術,ジンジュツ,名詞-普通名詞-一般,漢
大慶,大慶,タイケイ,名詞-普通名詞-一般,漢
売薬,売薬,バイヤク,名詞-普通名詞-一般,漢
付従,付従,フジュウ,名詞-普通名詞-サ変可能,漢
従卒,従卒,ジュウソツ,名詞-普通名詞-一般,漢
バドミントン,バドミントン,バドミントン,名詞-普通名詞-一般,外
奉幣,奉幣,ホウヘイ,名詞-普通名詞-一般,漢
脊梁,せきりょう,セキリョウ,名詞-普通名詞-一般,漢
巻き尺,巻き尺,マキジャク,名詞-普通名詞-一般,混
忠良,忠良,チュウリョウ,名詞-普通名詞-一般,漢
鉄帽,鉄帽,テツボウ,名詞-普通名詞-一般,漢
蒼空,蒼空,ソウクウ,名詞-普通名詞-一般,漢
競作,競作,キョウサク,名詞-普通名詞-サ変可能,漢
胃の腑,胃の腑,イノフ,名詞-普通名詞-一般,混
職長,職長,ショクチョウ,名詞-普通名詞-一般,漢
婚期,婚期,コンキ,名詞-普通名詞-一般,漢
侍臣,侍臣,ジシン,名詞-普通名詞-一般,漢
他出,他出,タシュツ,名詞-普通名詞-サ変可能,漢
才腕,才腕,サイワン,名詞-普通名詞-一般,漢
看視,看視,カンシ,名詞-普通名詞-サ変可能,漢
清祥,清祥,セイショウ,名詞-普通名詞-一般,漢
作意,作意,サクイ,名詞-普通名詞-一般,漢
鉱区,鉱区,コウク,名詞-普通名詞-一般,漢
明君,明君,メイクン,名詞-普通名詞-一般,漢
原種,原種,ゲンシュ,名詞-普通名詞-一般,漢
麺麻,メンマ,メンマ,名詞-普通名詞-一般,漢
ソーサー,ソーサー,ソーサー,名詞-普通名詞-一般,外
同視,同視,ドウシ,名詞-普通名詞-サ変可能,漢
清音,清音,セイオン,名詞-普通名詞-一般,漢
サイレンサー,サイレンサー,サイレンサー,名詞-普通名詞-一般,外
回付,回付,カイフ,名詞-普通名詞-サ変可能,漢
勇武,勇武,ユウブ,名詞-普通名詞-一般,漢
連ドラ,連ドラ,レンドラ,名詞-普通名詞-一般,混
減耗,減耗,ゲンモウ,名詞-普通名詞-サ変可能,漢
解職,解職,カイショク,名詞-普通名詞-サ変可能,漢
愛唱,愛唱,アイショウ,名詞-普通名詞-サ変可能,漢
教具,教具,キョウグ,名詞-普通名詞-一般,漢
シオニズム,シオニズム,シオニズム,名詞-普通名詞-一般,外
サマリー,サマリー,サマリー,名詞-普通名詞-一般,外
オーガナイザー,オーガナイザー,オーガナイザー,名詞-普通名詞-一般,外
筆耕,筆耕,ヒッコウ,名詞-普通名詞-一般,漢
奉祝,奉祝,ホウシュク,名詞-普通名詞-サ変可能,漢
独演,独演,ドクエン,名詞-普通名詞-サ変可能,漢
ジェラート,ジェラート,ジェラート,名詞-普通名詞-一般,外
樹勢,樹勢,ジュセイ,名詞-普通名詞-一般,漢
扇面,扇面,センメン,名詞-普通名詞-一般,漢
採炭,採炭,サイタン,名詞-普通名詞-サ変可能,漢
左肺,左肺,サハイ,名詞-普通名詞-一般,漢
ソアラー,ソアラー,ソアラー,名詞-普通名詞-一般,外
定格,定格,テイカク,名詞-普通名詞-一般,漢
燈,燈,トウ,名詞-普通名詞-一般,漢
学才,学才,ガクサイ,名詞-普通名詞-一般,漢
棋譜,棋譜,キフ,名詞-普通名詞-一般,漢
該博,該博,ガイハク,名詞-普通名詞-形状詞可能,漢
極微,極微,ゴクビ,名詞-普通名詞-形状詞可能,漢
質店,質店,シチテン,名詞-普通名詞-一般,漢
フリンジ,フリンジ,フリンジ,名詞-普通名詞-一般,外
盛儀,盛儀,セイギ,名詞-普通名詞-一般,漢
壮挙,壮挙,ソウキョ,名詞-普通名詞-一般,漢
藩医,藩医,ハンイ,名詞-普通名詞-一般,漢
某月,某月,ボウゲツ,名詞-普通名詞-一般,漢
古義,古義,コギ,名詞-普通名詞-一般,漢
同君,同君,ドウクン,名詞-普通名詞-一般,漢
ゲゼルシャフト,ゲゼルシャフト,ゲゼルシャフト,名詞-普通名詞-一般,外
胃病,胃病,イビョウ,名詞-普通名詞-一般,漢
トップコート,トップコート,トップコート,名詞-普通名詞-一般,外
蚕食,蚕食,サンショク,名詞-普通名詞-サ変可能,漢
至宝,至宝,シホウ,名詞-普通名詞-一般,漢
撲殺,撲殺,ボクサツ,名詞-普通名詞-サ変可能,漢
文事,文事,ブンジ,名詞-普通名詞-一般,漢
センナ,センナ,センナ,名詞-普通名詞-一般,固
特赦,特赦,トクシャ,名詞-普通名詞-サ変可能,漢
対義,対義,タイギ,名詞-普通名詞-一般,漢
丘上,丘上,キュウジョウ,名詞-普通名詞-一般,漢
明光,明光,メイコウ,名詞-普通名詞-一般,漢
寂滅,寂滅,ジャクメツ,名詞-普通名詞-サ変可能,漢
レクイエム,レクイエム,レクイエム,名詞-普通名詞-一般,外
下手物,ゲテモノ,ゲテモノ,名詞-普通名詞-一般,混
西塔,西塔,サイトウ,名詞-普通名詞-一般,漢
私営,私営,シエイ,名詞-普通名詞-一般,漢
造影,造影,ゾウエイ,名詞-普通名詞-サ変可能,漢
会陰,会陰,エイン,名詞-普通名詞-一般,漢
所伝,所伝,ショデン,名詞-普通名詞-一般,漢
エコノミックス,エコノミックス,エコノミックス,名詞-普通名詞-一般,外
地祇,地祇,チギ,名詞-普通名詞-一般,漢
腎炎,腎炎,ジンエン,名詞-普通名詞-一般,漢
月旦,月旦,ゲッタン,名詞-普通名詞-一般,漢
不等,不等,フトウ,名詞-普通名詞-一般,漢
博捜,博捜,ハクソウ,名詞-普通名詞-サ変可能,漢
食味,食味,ショクミ,名詞-普通名詞-一般,漢
スクラッチ,スクラッチ,スクラッチ,名詞-普通名詞-一般,外
将帥,しょうすい,ショウスイ,名詞-普通名詞-一般,漢
開扉,開扉,カイヒ,名詞-普通名詞-サ変可能,漢
繁閑,繁閑,ハンカン,名詞-普通名詞-一般,漢
ソリスト,ソリスト,ソリスト,名詞-普通名詞-一般,外
コンバージョン,コンバージョン,コンバージョン,名詞-普通名詞-一般,外
鉛管,鉛管,エンカン,名詞-普通名詞-一般,漢
草堂,草堂,ソウドウ,名詞-普通名詞-一般,漢
ツイード,ツイード,ツイード,名詞-普通名詞-一般,外
肺臓,肺臓,ハイゾウ,名詞-普通名詞-一般,漢
余燼,余燼,ヨジン,名詞-普通名詞-一般,漢
泥状,泥状,デイジョウ,名詞-普通名詞-一般,漢
金縁,金縁,キンブチ,名詞-普通名詞-一般,混
詩行,詩行,シギョウ,名詞-普通名詞-一般,漢
魚座,うお座,ウオザ,名詞-普通名詞-一般,混
多頭,多頭,タトウ,名詞-普通名詞-一般,漢
九字,九字,クジ,名詞-普通名詞-一般,漢
現身,現身,ゲンシン,名詞-普通名詞-一般,漢
小像,小像,ショウゾウ,名詞-普通名詞-一般,漢
縦深,縦深,ジュウシン,名詞-普通名詞-一般,漢
没我,没我,ボツガ,名詞-普通名詞-一般,漢
用便,用便,ヨウベン,名詞-普通名詞-一般,漢
驚天,驚天,キョウテン,名詞-普通名詞-一般,漢
鉢物,鉢物,ハチモノ,名詞-普通名詞-一般,混
枕頭,枕頭,チントウ,名詞-普通名詞-一般,漢
改暦,改暦,カイレキ,名詞-普通名詞-一般,漢
ワーゲン,ワーゲン,ワーゲン,名詞-普通名詞-一般,外
花園,花園,カエン,名詞-普通名詞-一般,漢
私意,私意,シイ,名詞-普通名詞-一般,漢
エトワール,エトワール,エトワール,名詞-普通名詞-一般,外
校地,校地,コウチ,名詞-普通名詞-一般,漢
船名,船名,センメイ,名詞-普通名詞-一般,漢
院外,院外,インガイ,名詞-普通名詞-一般,漢
海溝,海溝,カイコウ,名詞-普通名詞-一般,漢
帰農,帰農,キノウ,名詞-普通名詞-サ変可能,漢
京言葉,京言葉,キョウコトバ,名詞-普通名詞-一般,混
景福,景福,ケイフク,名詞-普通名詞-一般,漢
日展,日展,ニッテン,名詞-普通名詞-一般,漢
オム,雄武,オム,名詞-普通名詞-一般,外
チェーサー,チェーサー,チェーサー,名詞-普通名詞-一般,外
仙薬,仙薬,センヤク,名詞-普通名詞-一般,漢
竜池,竜池,リュウチ,名詞-普通名詞-一般,漢
例祭,例祭,レイサイ,名詞-普通名詞-一般,漢
紫綬,紫綬,シジュ,名詞-普通名詞-一般,漢
モガ,モガ,モガ,名詞-普通名詞-一般,外
冠雪,冠雪,カンセツ,名詞-普通名詞-一般,漢
領知,領知,リョウチ,名詞-普通名詞-一般,漢
アレゴリー,アレゴリー,アレゴリー,名詞-普通名詞-一般,外
大行,大行,タイコウ,名詞-普通名詞-一般,漢
酒色,酒色,シュショク,名詞-普通名詞-一般,漢
プチブル,プチブル,プチブル,名詞-普通名詞-一般,外
招喚,招喚,ショウカン,名詞-普通名詞-サ変可能,漢
コンフリクト,コンフリクト,コンフリクト,名詞-普通名詞-一般,外
家塾,家塾,カジュク,名詞-普通名詞-一般,漢
観照,観照,カンショウ,名詞-普通名詞-サ変可能,漢
粉乳,粉乳,フンニュウ,名詞-普通名詞-一般,漢
茶菓,チャカ,チャカ,名詞-普通名詞-一般,漢
話声,話声,ワセイ,名詞-普通名詞-一般,漢
業報,業報,ゴウホウ,名詞-普通名詞-一般,漢
帰山,帰山,キサン,名詞-普通名詞-サ変可能,漢
眼精,眼精,ガンセイ,名詞-普通名詞-一般,漢
参賀,参賀,サンガ,名詞-普通名詞-サ変可能,漢
石地,石地,セキチ,名詞-普通名詞-一般,漢
天動,天動,テンドウ,名詞-普通名詞-一般,漢
腎盂,じんう,ジンウ,名詞-普通名詞-一般,漢
底地,底地,ソコチ,名詞-普通名詞-一般,混
追補,追補,ツイホ,名詞-普通名詞-一般,漢
エクスキューズ,エクスキューズ,エクスキューズ,名詞-普通名詞-一般,外
兌換,兌換,ダカン,名詞-普通名詞-サ変可能,漢
レーヨン,レーヨン,レーヨン,名詞-普通名詞-一般,外
レシーバー,レシーバー,レシーバー,名詞-普通名詞-一般,外
競泳,競泳,キョウエイ,名詞-普通名詞-サ変可能,漢
検品,検品,ケンピン,名詞-普通名詞-サ変可能,漢
統監,統監,トウカン,名詞-普通名詞-サ変可能,漢
鍛鉄,鍛鉄,タンテツ,名詞-普通名詞-一般,漢
版下,版下,ハンシタ,名詞-普通名詞-一般,混
大凶,大凶,ダイキョウ,名詞-普通名詞-一般,漢
余日,余日,ヨジツ,名詞-普通名詞-一般,漢
毒虫,毒虫,ドクムシ,名詞-普通名詞-一般,混
青鞜,青鞜,セイトウ,名詞-普通名詞-一般,漢
潰走,潰走,カイソウ,名詞-普通名詞-サ変可能,漢
茶巾,茶巾,チャキン,名詞-普通名詞-一般,漢
交接,交接,コウセツ,名詞-普通名詞-サ変可能,漢
垂線,垂線,スイセン,名詞-普通名詞-一般,漢
導電,導電,ドウデン,名詞-普通名詞-一般,漢
誤射,誤射,ゴシャ,名詞-普通名詞-一般,漢
ニルバーナ,ニルバーナ,ニルバーナ,名詞-普通名詞-一般,外
キーマン,キーマン,キーマン,名詞-普通名詞-一般,外
オペレーティング,オペレーティング,オペレーティング,名詞-普通名詞-一般,外
雛芥子,ヒナゲシ,ヒナゲシ,名詞-普通名詞-一般,混
教卓,教卓,キョウタク,名詞-普通名詞-一般,漢
サンドバッグ,サンドバッグ,サンドバッグ,名詞-普通名詞-一般,外
書目,書目,ショモク,名詞-普通名詞-一般,漢
公社債,公社債,コウシャサイ,名詞-普通名詞-一般,漢
検札,検札,ケンサツ,名詞-普通名詞-サ変可能,漢
両行,両行,リョウコウ,名詞-普通名詞-一般,漢
古湯,古湯,コトウ,名詞-普通名詞-一般,漢
節気,節気,セッキ,名詞-普通名詞-一般,漢
断想,断想,ダンソウ,名詞-普通名詞-一般,漢
コンド,今度,コンド,名詞-普通名詞-一般,外
原審,原審,ゲンシン,名詞-普通名詞-一般,漢
風来,風来,フウライ,名詞-普通名詞-一般,漢
集票,集票,シュウヒョウ,名詞-普通名詞-サ変可能,漢
帰命,帰命,キミョウ,名詞-普通名詞-一般,漢
書風,書風,ショフウ,名詞-普通名詞-一般,漢
間諜,間諜,カンチョウ,名詞-普通名詞-一般,漢
麗澤,麗澤,レイタク,名詞-普通名詞-一般,漢
蜜蝋,蜜蝋,ミツロウ,名詞-普通名詞-一般,漢
地銀,地銀,チギン,名詞-普通名詞-一般,漢
敵性,敵性,テキセイ,名詞-普通名詞-一般,漢
落命,落命,ラクメイ,名詞-普通名詞-サ変可能,漢
名題,なだい,ナダイ,名詞-普通名詞-一般,混
中気,中気,チュウキ,名詞-普通名詞-一般,漢
蕃書,蕃書,バンショ,名詞-普通名詞-一般,漢
隔年,隔年,カクネン,名詞-普通名詞-副詞可能,漢
牛糞,牛糞,ギュウフン,名詞-普通名詞-一般,漢
ミート鱻meat,ミート,ミート,名詞-普通名詞-一般,外
ミトン,ミトン,ミトン,名詞-普通名詞-一般,外
代読,代読,ダイドク,名詞-普通名詞-サ変可能,漢
遺制,遺制,イセイ,名詞-普通名詞-一般,漢
短足,短足,タンソク,名詞-普通名詞-一般,漢
同断,同断,ドウダン,名詞-普通名詞-一般,漢
普選,普選,フセン,名詞-普通名詞-一般,漢
朝命,朝命,チョウメイ,名詞-普通名詞-一般,漢
熱冷まし,熱さまし,ネツサマシ,名詞-普通名詞-一般,混
旧蔵,旧蔵,キュウゾウ,名詞-普通名詞-一般,漢
ペーパーバック,ペーパーバック,ペーパーバック,名詞-普通名詞-一般,外
マッチ鱻match鼺火,マッチ,マッチ,名詞-普通名詞-一般,外
作歌,作歌,サッカ,名詞-普通名詞-サ変可能,漢
鉄門,鉄門,テツモン,名詞-普通名詞-一般,漢
覚知,覚知,カクチ,名詞-普通名詞-サ変可能,漢
神女,しんじょ,シンジョ,名詞-普通名詞-一般,漢
狭軌,狭軌,キョウキ,名詞-普通名詞-一般,漢
野天,のてん,ノテン,名詞-普通名詞-一般,混
造化,造化,ゾウカ,名詞-普通名詞-一般,漢
在天,在天,ザイテン,名詞-普通名詞-サ変可能,漢
紙背,紙背,シハイ,名詞-普通名詞-一般,漢
下僚,下僚,カリョウ,名詞-普通名詞-一般,漢
胸襟,胸襟,キョウキン,名詞-普通名詞-一般,漢
黒死,黒死,コクシ,名詞-普通名詞-一般,漢
前栽,前栽,センザイ,名詞-普通名詞-一般,漢
軍官,軍官,グンカン,名詞-普通名詞-一般,漢
万代,バンダイ,バンダイ,名詞-普通名詞-一般,漢
エスタブリッシュメント,エスタブリッシュメント,エスタブリッシュメント,名詞-普通名詞-一般,外
爆死,爆死,バクシ,名詞-普通名詞-サ変可能,漢
知将,知将,チショウ,名詞-普通名詞-一般,漢
貞潔,貞潔,テイケツ,名詞-普通名詞-形状詞可能,漢
細則,細則,サイソク,名詞-普通名詞-一般,漢
句点,句点,クテン,名詞-普通名詞-一般,漢
初学,初学,ショガク,名詞-普通名詞-一般,漢
アントレ,アントレ,アントレ,名詞-普通名詞-一般,外
四旬,四旬,シジュン,名詞-普通名詞-一般,漢
再四,再四,サイシ,名詞-普通名詞-一般,漢
等置,等置,トウチ,名詞-普通名詞-サ変可能,漢
旧主,旧主,キュウシュ,名詞-普通名詞-一般,漢
微温,微温,ビオン,名詞-普通名詞-一般,漢
快便,快便,カイベン,名詞-普通名詞-一般,漢
鐘塔,鐘塔,ショウトウ,名詞-普通名詞-一般,漢
送話,送話,ソウワ,名詞-普通名詞-サ変可能,漢
用立て,用立て,ヨウダテ,名詞-普通名詞-サ変可能,混
数列,数列,スウレツ,名詞-普通名詞-一般,漢
マリオン,マリオン,マリオン,名詞-普通名詞-一般,外
転調,転調,テンチョウ,名詞-普通名詞-サ変可能,漢
清拭,清拭,セイシキ,名詞-普通名詞-サ変可能,漢
フィズ,フィズ,フィズ,名詞-普通名詞-一般,外
樹枝,樹枝,ジュシ,名詞-普通名詞-一般,漢
エルク,エルク,エルク,名詞-普通名詞-一般,外
