表記,読み
転移,テンイ
銘,メイ
開通,カイツウ
原告,ゲンコク
ドラム,ドラム
服用,フクヨウ
ダイニング,ダイニング
敵意,テキイ
係数,ケイスウ
フレーム,フレーム
光線,コウセン
あっせん,アッセン
師団,シダン
満員,マンイン
衰弱,スイジャク
被災,ヒサイ
発酵,ハッコウ
学派,ガクハ
賛美,サンビ
断絶,ダンゼツ
与党,ヨトウ
スポンサー,スポンサー
出陣,シュツジン
家業,カギョウ
業種,ギョウシュ
フォーム,フォーム
出荷,シュッカ
エンジェル,エンジェル
周波,シュウハ
歓声,カンセイ
噴出,フンシュツ
形跡,ケイセキ
ダイヤル,ダイヤル
言説,ゲンセツ
軽視,ケイシ
海中,カイチュウ
フェア,フェア
ターミナル,ターミナル
寛容,カンヨウ
即位,ソクイ
乾杯,カンパイ
ドリンク,ドリンク
祈祷,キトウ
釈放,シャクホウ
豪族,ゴウゾク
土砂,ドシャ
虚偽,キョギ
ゲスト,ゲスト
常連,ジョウレン
結集,ケッシュウ
屈折,クッセツ
村落,ソンラク
まんじゅう,マンジュウ
内緒,ナイショ
コンパクト,コンパクト
宗派,シュウハ
対峙,タイジ
丸太,マルタ
朝刊,チョウカン
代謝,タイシャ
恐慌,キョウコウ
ヘリコプター,ヘリコプター
バンザイ,バンザイ
抗弁,コウベン
湿気,シッケ
湾岸,ワンガン
期日,キジツ
コンタクト,コンタクト
紋様,モンヨウ
マジック,マジック
材木,ザイモク
多岐,タキ
次長,ジチョウ
電流,デンリュウ
固執,コシツ
ブルジョア,ブルジョア
村長,ソンチョウ
貯蔵,チョゾウ
嗜好,シコウ
模型,モケイ
侮辱,ブジョク
禁煙,キンエン
排気,ハイキ
傑作,ケッサク
全長,ゼンチョウ
自明,ジメイ
区間,クカン
漢文,カンブン
選抜,センバツ
懇談,コンダン
福,フク
ベール,ベール
半減,ハンゲン
全盛,ゼンセイ
ラッキー,ラッキー
事後,ジゴ
朗読,ロウドク
トウモロコシ,トウモロコシ
見地,ケンチ
内地,ナイチ
入所,ニュウショ
ブラシ,ブラシ
ダイヤモンド,ダイヤモンド
興行,コウギョウ
留保,リュウホ
独断,ドクダン
伝言,デンゴン
シンポジウム,シンポジウム
チリ,チリ
用紙,ヨウシ
選別,センベツ
パスワード,パスワード
路面,ロメン
点滴,テンテキ
来訪,ライホウ
兵法,ヒョウホウ
等級,トウキュウ
山林,サンリン
ソーシャル,ソーシャル
迫害,ハクガイ
容貌,ヨウボウ
ゴールド,ゴールド
略奪,リャクダツ
バッテリー,バッテリー
バケツ,バケツ
素質,ソシツ
渡航,トコウ
石段,イシダン
コマーシャル,コマーシャル
伝染,デンセン
子弟,シテイ
邸宅,テイタク
脚本,キャクホン
独りぼっち,ヒトリボッチ
誇張,コチョウ
ジェンダー,ジェンダー
マラソン,マラソン
マニア,マニア
極東,キョクトウ
入試,ニュウシ
増幅,ゾウフク
球場,キュウジョウ
スローガン,スローガン
匿名,トクメイ
壕,ゴウ
カルチャー,カルチャー
充電,ジュウデン
初夏,ショカ
始終,シジュウ
トリック,トリック
水素,スイソ
立方,リッポウ
艦長,カンチョウ
起点,キテン
先代,センダイ
高台,タカダイ
医薬,イヤク
連休,レンキュウ
ピッチ,ピッチ
本線,ホンセン
ジャズ,ジャズ
元素,ゲンソ
環,カン
談話,ダンワ
年次,ネンジ
他界,タカイ
青少年,セイショウネン
南海,ナンカイ
価額,カガク
受精,ジュセイ
ホンマ,ホンマ
聡明,ソウメイ
弾丸,ダンガン
逸脱,イツダツ
屋台,ヤタイ
御殿,ゴテン
当番,トウバン
是正,ゼセイ
祭壇,サイダン
自伝,ジデン
プレッシャー,プレッシャー
不断,フダン
聖堂,セイドウ
創始,ソウシ
大差,タイサ
独,ドク
平坦,ヘイタン
ハロー,ハロー
染色,センショク
達人,タツジン
保,ホ
山麓,サンロク
激怒,ゲキド
両目,リョウメ
家政,カセイ
加熱,カネツ
動力,ドウリョク
律,リツ
便秘,ベンピ
和風,ワフウ
地平,チヘイ
艇,テイ
新書,シンショ
ロイヤル,ロイヤル
ライセンス,ライセンス
メダル,メダル
後遺,コウイ
炭酸,タンサン
畜生,チクショウ
上場,ジョウジョウ
山荘,サンソウ
更生,コウセイ
称号,ショウゴウ
送金,ソウキン
自称,ジショウ
嘔吐,オウト
公益,コウエキ
血統,ケットウ
主君,シュクン
国有,コクユウ
分断,ブンダン
標本,ヒョウホン
現世,ゲンセ
慈悲,ジヒ
高貴,コウキ
雑貨,ザッカ
アヘン,アヘン
出番,デバン
老女,ロウジョ
苦難,クナン
腹部,フクブ
市内,シナイ
ビット,ビット
融通,ユウズウ
ワイド,ワイド
熟練,ジュクレン
不調,フチョウ
密室,ミッシツ
高山,タカヤマ
三男,サンナン
バット,バット
分権,ブンケン
探究,タンキュウ
律令,リツリョウ
志願,シガン
スタンドオフ,スタンドオフ
ラム,ラム
ぜんそく,ゼンソク
執念,シュウネン
補修,ホシュウ
懐中,カイチュウ
学期,ガッキ
リーダーシップ,リーダーシップ
縁側,エンガワ
救出,キュウシュツ
遺書,イショ
ティッシュ,ティッシュ
パンチ,パンチ
慣行,カンコウ
修学,シュウガク
コイン,コイン
風味,フウミ
稼働,カドウ
声明,セイメイ
上述,ジョウジュツ
遠隔,エンカク
失踪,シッソウ
農林,ノウリン
別居,ベッキョ
一門,イチモン
次女,ジジョ
差額,サガク
文体,ブンタイ
ショウガ,ショウガ
乞食,コジキ
驚異,キョウイ
ディレクター,ディレクター
プロデューサー,プロデューサー
単行,タンコウ
参戦,サンセン
ハーブ,ハーブ
区切り,クギリ
悲観,ヒカン
看病,カンビョウ
添加,テンカ
人為,ジンイ
仏壇,ブツダン
家系,カケイ
モチーフ,モチーフ
造形,ゾウケイ
ヨット,ヨット
アナログ,アナログ
散策,サンサク
在庫,ザイコ
ライ,ライ
オペラ,オペラ
伯,ハク
下層,カソウ
敬遠,ケイエン
老中,ロウジュウ
連行,レンコウ
旧来,キュウライ
ホスト,ホスト
転化,テンカ
余談,ヨダン
不振,フシン
派生,ハセイ
変態,ヘンタイ
集計,シュウケイ
マルチ,マルチ
調停,チョウテイ
滑走,カッソウ
器官,キカン
配給,ハイキュウ
ゼリー,ゼリー
伝来,デンライ
主治,シュジ
新車,シンシャ
順守,ジュンシュ
耕作,コウサク
標高,ヒョウコウ
講,コウ
指数,シスウ
陶器,トウキ
気まぐれ,キマグレ
水路,スイロ
一世,イッセイ
地盤,ジバン
帰結,キケツ
後頭,コウトウ
トランス,トランス
中隊,チュウタイ
同席,ドウセキ
評定,ヒョウテイ
抵当,テイトウ
ハンド,ハンド
中等,チュウトウ
常務,ジョウム
童話,ドウワ
逃避,トウヒ
家老,カロウ
発進,ハッシン
営利,エイリ
ランチ,ランチ
テクノロジー,テクノロジー
出自,シュツジ
聖職,セイショク
糖,トウ
短所,タンショ
一団,イチダン
威厳,イゲン
目線,メセン
成就,ジョウジュ
同棲,ドウセイ
上映,ジョウエイ
不運,フウン
チャン,チャン
印鑑,インカン
通貨,ツウカ
宅地,タクチ
フォーマット,フォーマット
肛門,コウモン
暗記,アンキ
未婚,ミコン
外資,ガイシ
総体,ソウタイ
末尾,マツビ
行儀,ギョウギ
教皇,キョウコウ
非行,ヒコウ
セント,セント
上限,ジョウゲン
祈願,キガン
編入,ヘンニュウ
注釈,チュウシャク
激化,ゲキカ
往生,オウジョウ
人脈,ジンミャク
君臨,クンリン
官邸,カンテイ
両腕,リョウウデ
ダイヤ,ダイヤ
タワー,タワー
ブラウス,ブラウス
裏面,リメン
浴室,ヨクシツ
バイオ,バイオ
ルーツ,ルーツ
装着,ソウチャク
移入,イニュウ
水上,スイジョウ
町長,チョウチョウ
ナース,ナース
食後,ショクゴ
モーター,モーター
拡充,カクジュウ
ポット,ポット
勘弁,カンベン
本性,ホンショウ
領収,リョウシュウ
狂気,キョウキ
気まま,キママ
酵素,コウソ
三味,シャミ
悪夢,アクム
ミシン,ミシン
発現,ハツゲン
探求,タンキュウ
美学,ビガク
新郎,シンロウ
正座,セイザ
事由,ジユウ
続出,ゾクシュツ
趣向,シュコウ
スキャンダル,スキャンダル
大砲,タイホウ
答申,トウシン
打開,ダカイ
本店,ホンテン
暴行,ボウコウ
利潤,リジュン
リアリティー,リアリティー
気配り,キクバリ
序文,ジョブン
公安,コウアン
機体,キタイ
リハビリ,リハビリ
苦心,クシン
キャプテン,キャプテン
電,デン
標的,ヒョウテキ
シルク,シルク
質素,シッソ
撤廃,テッパイ
近親,キンシン
ヨーグルト,ヨーグルト
挑発,チョウハツ
弁解,ベンカイ
好評,コウヒョウ
宰相,サイショウ
尽力,ジンリョク
バリエーション,バリエーション
明細,メイサイ
フロー,フロー
効能,コウノウ
同日,ドウジツ
レター,レター
古墳,コフン
破損,ハソン
レイプ,レイプ
ミックス,ミックス
領地,リョウチ
飲酒,インシュ
電信,デンシン
補強,ホキョウ
一身,イッシン
国旗,コッキ
北上,ホクジョウ
スライド,スライド
城主,ジョウシュ
デメリット,デメリット
人名,ジンメイ
万能,バンノウ
チューブ,チューブ
草履,ゾウリ
ホステス,ホステス
如来,ニョライ
防災,ボウサイ
アナ,アナ
卑怯,ヒキョウ
判事,ハンジ
従順,ジュウジュン
点在,テンザイ
電磁,デンジ
学芸,ガクゲイ
痔,ジ
光沢,コウタク
配下,ハイカ
ミステリー,ミステリー
人件,ジンケン
好物,コウブツ
褐色,カッショク
北東,ホクトウ
同業,ドウギョウ
賛同,サンドウ
散乱,サンラン
発祥,ハッショウ
指向,シコウ
フライ,フライ
カッター,カッター
球団,キュウダン
登用,トウヨウ
謀反,ムホン
マヨネーズ,マヨネーズ
殿下,デンカ
祝福,シュクフク
深層,シンソウ
薬剤,ヤクザイ
コア,コア
列強,レッキョウ
シミュレーション,シミュレーション
ブーツ,ブーツ
シャープ,シャープ
ガール,ガール
アルゼンチン,アルゼンチン
減額,ゲンガク
紙幣,シヘイ
ピザ,ピザ
現物,ゲンブツ
死骸,シガイ
手記,シュキ
紋,モン
測量,ソクリョウ
政令,セイレイ
カクテル,カクテル
同窓,ドウソウ
本件,ホンケン
内装,ナイソウ
雑談,ザツダン
海域,カイイキ
屋外,オクガイ
駆除,クジョ
定価,テイカ
占拠,センキョ
伝播,デンパ
熱気,ネッキ
後援,コウエン
撤回,テッカイ
裁量,サイリョウ
強行,キョウコウ
燃焼,ネンショウ
落葉,ラクヨウ
アクセント,アクセント
結,ケツ
減,ゲン
オールド,オールド
セクション,セクション
先導,センドウ
草子,ソウシ
ショット,ショット
データーベース,データーベース
収縮,シュウシュク
ミクロ,ミクロ
波動,ハドウ
結束,ケッソク
ライフスタイル,ライフスタイル
遊,ユウ
病死,ビョウシ
在学,ザイガク
コーラ,コーラ
アップル,アップル
ストッキング,ストッキング
書式,ショシキ
再発,サイハツ
封,フウ
磁気,ジキ
分泌,ブンピツ
慰謝,イシャ
野外,ヤガイ
警報,ケイホウ
音響,オンキョウ
定員,テイイン
開花,カイカ
西方,セイホウ
異変,イヘン
港湾,コウワン
ボルト,ボルト
誘発,ユウハツ
盲目,モウモク
採択,サイタク
両端,リョウタン
前途,ゼント
起用,キヨウ
苦闘,クトウ
搾取,サクシュ
プロバイダー,プロバイダー
白色,ハクショク
デザート,デザート
全滅,ゼンメツ
王妃,オウヒ
フレーズ,フレーズ
要員,ヨウイン
当地,トウチ
下水,ゲスイ
修羅,シュラ
ステート,ステート
信徒,シント
シチュー,シチュー
中傷,チュウショウ
当主,トウシュ
傷害,ショウガイ
人身,ジンシン
補正,ホセイ
クッキー,クッキー
硬化,コウカ
布告,フコク
難解,ナンカイ
ドラッグ,ドラッグ
査定,サテイ
スリー,スリー
上旬,ジョウジュン
大理,ダイリ
構内,コウナイ
無邪気,ムジャキ
ガーデン,ガーデン
パーツ,パーツ
地表,チヒョウ
ユニット,ユニット
レーン,レーン
妊婦,ニンプ
法制,ホウセイ
再三,サイサン
肥大,ヒダイ
蜜,ミツ
野党,ヤトウ
居所,キョショ
財界,ザイカイ
臓器,ゾウキ
表彰,ヒョウショウ
参列,サンレツ
流布,ルフ
根幹,コンカン
辞任,ジニン
セールス,セールス
水夫,スイフ
乗車,ジョウシャ
内在,ナイザイ
破棄,ハキ
太政,ダイジョウ
後任,コウニン
真珠,シンジュ
新品,シンピン
下降,カコウ
八方,ハッポウ
満月,マンゲツ
塩分,エンブン
投影,トウエイ
難問,ナンモン
能動,ノウドウ
公社,コウシャ
仰天,ギョウテン
煙突,エントツ
主宰,シュサイ
プリンス,プリンス
条文,ジョウブン
一撃,イチゲキ
新田,シンデン
破裂,ハレツ
交錯,コウサク
カウント,カウント
付随,フズイ
ステー,ステー
マガジン,マガジン
無能,ムノウ
度胸,ドキョウ
絶頂,ゼッチョウ
珍,チン
没落,ボツラク
プロテスタント,プロテスタント
パトカー,パトカー
階下,カイカ
フルーツ,フルーツ
世辞,セジ
閉塞,ヘイソク
定型,テイケイ
寺社,ジシャ
地代,ジダイ
精度,セイド
古本,フルホン
遺物,イブツ
園芸,エンゲイ
一因,イチイン
菩薩,ボサツ
和平,ワヘイ
門前,モンゼン
飢餓,キガ
超過,チョウカ
信条,シンジョウ
う回,ウカイ
教義,キョウギ
欠席,ケッセキ
墜落,ツイラク
クーデター,クーデター
王女,オウジョ
代官,ダイカン
エンド,エンド
法華,ホケ
王家,オウケ
製薬,セイヤク
念願,ネンガン
納言,ナゴン
トーン,トーン
ブル,ブル
ウエート,ウエート
レバー,レバー
高熱,コウネツ
書状,ショジョウ
官軍,カングン
台無し,ダイナシ
激励,ゲキレイ
新年,シンネン
隊員,タイイン
陸地,リクチ
多用,タヨウ
部位,ブイ
定番,テイバン
本稿,ホンコウ
呪術,ジュジュツ
不吉,フキツ
銀色,ギンイロ
病名,ビョウメイ
落胆,ラクタン
頭巾,ズキン
機密,キミツ
孝行,コウコウ
私有,シユウ
ヘルプ,ヘルプ
一派,イッパ
公布,コウフ
ヒール,ヒール
自問,ジモン
石器,セッキ
庇護,ヒゴ
男爵,ダンシャク
党員,トウイン
中高年,チュウコウネン
クッション,クッション
網羅,モウラ
不備,フビ
人道,ジンドウ
アルミ,アルミ
旬,シュン
熟知,ジュクチ
幾何,キカ
入金,ニュウキン
閣僚,カクリョウ
未亡人,ミボウジン
内蔵,ナイゾウ
